SEXE,EDAT,DATA,ESDEVENIMENT,PAUTA,RECOMPTE
Home,50 a 59,27/02/2021,Hospitalització,No iniciada,10
Home,70 a 79,19/08/2021,Hospitalització,Completa,1
Dona,70 a 79,05/02/2021,Hospitalització,No iniciada,19
Home,50 a 59,30/08/2021,Hospitalització,No iniciada,1
Dona,80 o més,27/03/2021,Cas,Parcial,7
Dona,60 a 69,16/03/2021,Defunció,No iniciada,2
Home,50 a 59,19/06/2021,Hospitalització,Completa,1
Dona,20 a 29,06/03/2021,Crítics,No iniciada,1
Home,70 a 79,04/08/2021,Defunció,Completa,5
Dona,60 a 69,07/03/2021,Crítics,No iniciada,2
Dona,80 o més,02/05/2021,Cas,Parcial,2
No classificat,No classificat,20/07/2021,Hospitalització,No iniciada,2
Home,70 a 79,28/04/2021,Crítics,No iniciada,4
Dona,80 o més,02/05/2021,Defunció,No iniciada,4
Home,70 a 79,12/07/2021,Defunció,Completa,1
Dona,80 o més,10/02/2021,Cas,No iniciada,50
Home,80 o més,29/03/2021,Hospitalització,Parcial,5
Home,20 a 29,18/08/2021,Hospitalització,Completa,1
Dona,70 a 79,21/04/2021,Hospitalització,No iniciada,8
Dona,80 o més,21/03/2021,Crítics,No iniciada,1
Dona,60 a 69,06/07/2021,Defunció,No iniciada,1
Home,20 a 29,20/08/2021,Hospitalització,Parcial,1
Dona,40 a 49,07/05/2021,Hospitalització,No iniciada,6
Dona,80 o més,25/08/2021,Hospitalització,No iniciada,2
Dona,80 o més,12/01/2021,Cas,No iniciada,285
Dona,80 o més,05/09/2021,Hospitalització,Completa,7
Home,20 a 29,11/07/2021,Hospitalització,No iniciada,9
Home,60 a 69,18/08/2021,Hospitalització,No iniciada,4
Dona,30 a 39,21/03/2021,Hospitalització,No iniciada,1
Home,70 a 79,27/05/2021,Hospitalització,Parcial,2
Home,30 a 39,16/02/2021,Hospitalització,No iniciada,7
Dona,70 a 79,28/01/2021,Crítics,No iniciada,5
Dona,60 a 69,10/10/2021,Crítics,Parcial,1
Dona,80 o més,15/01/2021,Defunció,No iniciada,27
Home,80 o més,18/02/2021,Hospitalització,No iniciada,16
Dona,10 a 19,09/01/2021,Hospitalització,No iniciada,1
Home,40 a 49,06/03/2021,Hospitalització,No iniciada,10
Home,40 a 49,29/04/2021,Hospitalització,No iniciada,8
Home,70 a 79,27/01/2021,Crítics,No iniciada,13
Dona,80 o més,19/09/2021,Defunció,Completa,2
Dona,40 a 49,10/05/2021,Hospitalització,Parcial,1
No classificat,No classificat,31/01/2021,Crítics,No iniciada,2
Dona,70 a 79,16/06/2021,Hospitalització,Completa,2
Dona,50 a 59,13/01/2021,Crítics,No iniciada,3
Home,80 o més,08/05/2021,Hospitalització,Completa,1
Home,20 a 29,09/03/2021,Hospitalització,No iniciada,1
Dona,80 o més,23/07/2021,Hospitalització,Parcial,1
Dona,20 a 29,21/05/2021,Hospitalització,Completa,1
Dona,80 o més,17/02/2021,Hospitalització,Parcial,1
Home,40 a 49,21/06/2021,Hospitalització,No iniciada,9
Dona,80 o més,23/04/2021,Defunció,Completa,1
Dona,60 a 69,04/05/2021,Hospitalització,No iniciada,6
Dona,50 a 59,29/06/2021,Hospitalització,Completa,1
Home,40 a 49,23/07/2021,Hospitalització,Completa,2
Home,80 o més,20/01/2021,Cas,Parcial,3
No classificat,No classificat,01/10/2021,Hospitalització,No iniciada,1
Home,60 a 69,19/07/2021,Hospitalització,Parcial,2
Home,80 o més,27/07/2021,Hospitalització,Completa,28
Home,40 a 49,11/05/2021,Crítics,No iniciada,1
Dona,80 o més,03/07/2021,Cas,Completa,10
Dona,80 o més,08/05/2021,Defunció,Parcial,1
Home,80 o més,02/10/2021,Cas,Completa,2
Dona,40 a 49,05/03/2021,Hospitalització,No iniciada,9
Home,80 o més,18/04/2021,Cas,No iniciada,2
Home,40 a 49,23/01/2021,Crítics,No iniciada,6
Dona,80 o més,20/05/2021,Cas,Completa,3
Home,70 a 79,08/09/2021,Hospitalització,Completa,2
Home,80 o més,11/08/2021,Hospitalització,Parcial,1
Dona,30 a 39,21/08/2021,Hospitalització,Parcial,1
Home,50 a 59,26/08/2021,Hospitalització,No iniciada,2
Home,10 a 19,26/08/2021,Hospitalització,No iniciada,1
Home,80 o més,02/10/2021,Hospitalització,Completa,3
Dona,60 a 69,21/08/2021,Crítics,No iniciada,2
Dona,30 a 39,05/05/2021,Crítics,No iniciada,2
Dona,70 a 79,01/01/2021,Hospitalització,No iniciada,14
Home,30 a 39,29/04/2021,Hospitalització,No iniciada,5
Home,20 a 29,29/01/2021,Crítics,No iniciada,1
Dona,40 a 49,08/04/2021,Crítics,No iniciada,2
Home,60 a 69,17/03/2021,Hospitalització,No iniciada,19
Home,80 o més,15/07/2021,Defunció,Completa,1
Home,80 o més,07/01/2021,Crítics,No iniciada,1
Home,30 a 39,17/07/2021,Hospitalització,Parcial,4
Home,80 o més,27/04/2021,Hospitalització,No iniciada,2
Dona,70 a 79,02/05/2021,Hospitalització,No iniciada,4
Home,30 a 39,01/07/2021,Crítics,No iniciada,2
Home,80 o més,03/09/2021,Cas,No iniciada,1
Dona,40 a 49,27/02/2021,Hospitalització,No iniciada,3
Dona,70 a 79,04/05/2021,Hospitalització,Parcial,6
Home,40 a 49,06/06/2021,Hospitalització,Completa,1
Home,50 a 59,27/04/2021,Defunció,No iniciada,2
Dona,60 a 69,03/08/2021,Hospitalització,No iniciada,14
Dona,20 a 29,16/08/2021,Crítics,No iniciada,1
Home,50 a 59,21/03/2021,Hospitalització,No iniciada,2
Home,80 o més,27/07/2021,Defunció,Parcial,1
Dona,80 o més,02/05/2021,Cas,No iniciada,2
Home,70 a 79,04/10/2021,Crítics,Completa,1
Home,70 a 79,26/03/2021,Crítics,No iniciada,5
Home,30 a 39,27/05/2021,Hospitalització,Completa,1
Dona,70 a 79,11/06/2021,Defunció,Parcial,1
Dona,60 a 69,19/02/2021,Defunció,No iniciada,2
Home,70 a 79,31/08/2021,Hospitalització,No iniciada,1
Dona,60 a 69,07/02/2021,Crítics,No iniciada,4
Home,30 a 39,17/01/2021,Defunció,No iniciada,1
Home,80 o més,21/02/2021,Cas,No iniciada,11
Dona,50 a 59,13/02/2021,Hospitalització,No iniciada,10
Home,40 a 49,30/07/2021,Hospitalització,No iniciada,19
Home,20 a 29,23/08/2021,Hospitalització,Parcial,1
Dona,0 a 9,05/09/2021,Hospitalització,No iniciada,1
Dona,70 a 79,25/07/2021,Hospitalització,Completa,10
Home,60 a 69,02/07/2021,Crítics,No iniciada,3
Home,30 a 39,02/06/2021,Hospitalització,No iniciada,3
Dona,70 a 79,17/01/2021,Defunció,No iniciada,8
Home,70 a 79,21/01/2021,Crítics,No iniciada,6
Home,30 a 39,28/03/2021,Hospitalització,No iniciada,5
Home,80 o més,25/03/2021,Defunció,No iniciada,1
Home,40 a 49,19/05/2021,Crítics,No iniciada,2
Home,80 o més,28/07/2021,Crítics,Completa,1
Home,50 a 59,10/07/2021,Crítics,No iniciada,1
Dona,40 a 49,16/05/2021,Hospitalització,No iniciada,5
Home,60 a 69,27/04/2021,Hospitalització,Parcial,3
Home,80 o més,07/08/2021,Defunció,No iniciada,2
Home,80 o més,18/06/2021,Cas,Completa,3
Dona,30 a 39,30/03/2021,Hospitalització,No iniciada,6
Home,40 a 49,02/02/2021,Hospitalització,No iniciada,6
Dona,60 a 69,13/01/2021,Hospitalització,No iniciada,30
Home,70 a 79,21/03/2021,Hospitalització,Parcial,1
Home,30 a 39,01/05/2021,Hospitalització,No iniciada,4
Home,70 a 79,17/03/2021,Hospitalització,No iniciada,10
Dona,30 a 39,13/05/2021,Hospitalització,No iniciada,2
Dona,80 o més,12/04/2021,Cas,Parcial,5
Dona,80 o més,20/05/2021,Hospitalització,No iniciada,1
Home,80 o més,10/04/2021,Cas,No iniciada,11
Dona,40 a 49,25/07/2021,Hospitalització,Completa,1
Home,80 o més,02/05/2021,Defunció,No iniciada,1
Dona,80 o més,21/08/2021,Cas,Parcial,1
Home,40 a 49,04/03/2021,Crítics,No iniciada,3
Dona,40 a 49,07/06/2021,Hospitalització,No iniciada,6
Home,30 a 39,13/08/2021,Crítics,No iniciada,1
Home,50 a 59,10/05/2021,Crítics,No iniciada,4
Home,70 a 79,11/05/2021,Hospitalització,Parcial,1
Home,40 a 49,09/02/2021,Hospitalització,No iniciada,15
Dona,50 a 59,19/01/2021,Defunció,No iniciada,3
Home,30 a 39,22/08/2021,Hospitalització,Parcial,1
Dona,70 a 79,11/05/2021,Hospitalització,Parcial,2
Dona,60 a 69,19/08/2021,Crítics,No iniciada,1
Home,30 a 39,23/02/2021,Hospitalització,No iniciada,8
Dona,50 a 59,04/08/2021,Hospitalització,No iniciada,5
Dona,20 a 29,26/01/2021,Hospitalització,No iniciada,2
Dona,30 a 39,28/05/2021,Hospitalització,No iniciada,6
Home,70 a 79,16/05/2021,Hospitalització,Parcial,2
Dona,60 a 69,21/08/2021,Hospitalització,Completa,2
Home,0 a 9,21/07/2021,Hospitalització,No iniciada,1
Dona,80 o més,13/03/2021,Defunció,Parcial,1
Dona,70 a 79,08/08/2021,Crítics,No iniciada,1
Dona,20 a 29,23/06/2021,Hospitalització,No iniciada,2
Home,20 a 29,28/04/2021,Hospitalització,No iniciada,4
Dona,60 a 69,16/01/2021,Hospitalització,No iniciada,16
Home,60 a 69,15/04/2021,Defunció,No iniciada,2
Home,60 a 69,24/01/2021,Crítics,No iniciada,3
Dona,70 a 79,12/01/2021,Hospitalització,No iniciada,33
Home,60 a 69,01/08/2021,Hospitalització,Completa,10
Dona,0 a 9,14/08/2021,Hospitalització,No iniciada,1
Dona,80 o més,03/07/2021,Hospitalització,No iniciada,1
Home,80 o més,07/06/2021,Cas,Completa,1
Dona,80 o més,27/01/2021,Defunció,No iniciada,21
Home,80 o més,01/06/2021,Hospitalització,Parcial,1
Dona,70 a 79,03/02/2021,Hospitalització,No iniciada,22
Home,20 a 29,17/08/2021,Hospitalització,No iniciada,4
Dona,60 a 69,04/09/2021,Crítics,No iniciada,2
Dona,30 a 39,28/03/2021,Hospitalització,No iniciada,2
Dona,80 o més,21/04/2021,Defunció,Completa,1
Dona,60 a 69,26/07/2021,Hospitalització,No iniciada,14
Home,70 a 79,08/02/2021,Crítics,No iniciada,4
Home,20 a 29,07/09/2021,Hospitalització,Completa,1
Dona,20 a 29,11/05/2021,Hospitalització,No iniciada,1
Home,50 a 59,28/07/2021,Crítics,No iniciada,1
Dona,80 o més,24/09/2021,Cas,Completa,21
Home,80 o més,02/04/2021,Defunció,No iniciada,8
Home,60 a 69,28/09/2021,Hospitalització,Completa,2
Home,50 a 59,13/03/2021,Hospitalització,No iniciada,16
Dona,20 a 29,11/07/2021,Hospitalització,No iniciada,7
Home,80 o més,02/09/2021,Hospitalització,Completa,9
Home,60 a 69,31/07/2021,Hospitalització,Parcial,4
Home,40 a 49,26/05/2021,Crítics,No iniciada,2
Dona,60 a 69,18/01/2021,Crítics,No iniciada,2
Home,60 a 69,08/04/2021,Hospitalització,Parcial,1
Home,70 a 79,12/05/2021,Crítics,Parcial,1
Home,50 a 59,24/05/2021,Crítics,No iniciada,2
Home,80 o més,15/07/2021,Cas,No iniciada,2
Home,50 a 59,22/01/2021,Defunció,No iniciada,2
Home,50 a 59,11/02/2021,Crítics,No iniciada,4
Home,80 o més,16/04/2021,Cas,Parcial,13
Dona,80 o més,15/02/2021,Defunció,No iniciada,12
Dona,40 a 49,26/05/2021,Crítics,No iniciada,1
Home,0 a 9,09/07/2021,Hospitalització,No iniciada,1
Dona,80 o més,20/09/2021,Defunció,Completa,2
Dona,80 o més,24/01/2021,Cas,Parcial,7
Home,80 o més,04/04/2021,Defunció,No iniciada,4
Dona,80 o més,20/07/2021,Cas,Parcial,3
No classificat,No classificat,01/06/2021,Hospitalització,No iniciada,3
Dona,50 a 59,21/07/2021,Hospitalització,Completa,4
Home,50 a 59,13/06/2021,Hospitalització,Parcial,1
Dona,80 o més,04/01/2021,Defunció,No iniciada,17
Home,60 a 69,20/07/2021,Defunció,Parcial,1
Dona,40 a 49,30/03/2021,Crítics,No iniciada,1
Home,70 a 79,30/06/2021,Hospitalització,Completa,3
Home,20 a 29,11/01/2021,Crítics,No iniciada,1
Dona,60 a 69,05/01/2021,Defunció,No iniciada,2
Home,60 a 69,21/04/2021,Crítics,No iniciada,6
Dona,80 o més,03/05/2021,Cas,Parcial,7
Home,80 o més,22/01/2021,Cas,No iniciada,90
Dona,30 a 39,20/03/2021,Hospitalització,No iniciada,8
Home,80 o més,03/03/2021,Cas,No iniciada,18
Dona,80 o més,25/03/2021,Hospitalització,No iniciada,9
Home,60 a 69,13/09/2021,Hospitalització,Completa,2
Dona,30 a 39,18/03/2021,Hospitalització,No iniciada,4
Home,70 a 79,07/03/2021,Defunció,No iniciada,4
Home,60 a 69,22/08/2021,Hospitalització,No iniciada,1
Home,70 a 79,06/06/2021,Crítics,Completa,1
Dona,80 o més,14/06/2021,Hospitalització,Parcial,1
Home,30 a 39,26/06/2021,Crítics,No iniciada,1
Home,40 a 49,27/05/2021,Crítics,No iniciada,4
Home,80 o més,31/08/2021,Hospitalització,No iniciada,2
Home,30 a 39,14/08/2021,Defunció,No iniciada,1
Home,20 a 29,30/04/2021,Hospitalització,No iniciada,1
Dona,80 o més,22/04/2021,Crítics,No iniciada,1
Dona,50 a 59,28/03/2021,Hospitalització,No iniciada,10
No classificat,No classificat,21/01/2021,Hospitalització,No iniciada,4
Home,30 a 39,05/09/2021,Hospitalització,No iniciada,1
Dona,30 a 39,15/08/2021,Hospitalització,Completa,1
Home,30 a 39,12/06/2021,Hospitalització,Completa,1
Dona,50 a 59,05/03/2021,Hospitalització,No iniciada,7
Home,40 a 49,26/07/2021,Crítics,Completa,1
Dona,70 a 79,16/06/2021,Defunció,No iniciada,1
Dona,70 a 79,10/10/2021,Hospitalització,No iniciada,1
Home,70 a 79,13/05/2021,Crítics,No iniciada,1
Dona,50 a 59,23/07/2021,Hospitalització,Completa,3
Dona,80 o més,17/04/2021,Cas,Completa,4
Dona,80 o més,04/06/2021,Hospitalització,Completa,2
Home,80 o més,06/03/2021,Crítics,No iniciada,1
Dona,70 a 79,04/09/2021,Hospitalització,No iniciada,1
No classificat,No classificat,29/05/2021,Hospitalització,No iniciada,1
Home,40 a 49,04/07/2021,Hospitalització,No iniciada,6
Dona,40 a 49,07/08/2021,Crítics,No iniciada,3
Home,80 o més,13/09/2021,Hospitalització,Completa,6
Home,50 a 59,30/07/2021,Crítics,No iniciada,2
Home,80 o més,22/06/2021,Cas,Completa,2
Home,80 o més,24/09/2021,Defunció,Completa,2
Dona,80 o més,05/02/2021,Cas,No iniciada,63
Home,70 a 79,11/04/2021,Hospitalització,No iniciada,10
Home,80 o més,10/01/2021,Crítics,No iniciada,1
Home,40 a 49,21/09/2021,Hospitalització,No iniciada,1
Dona,50 a 59,06/02/2021,Crítics,No iniciada,2
Dona,70 a 79,14/03/2021,Hospitalització,Completa,1
Home,40 a 49,17/08/2021,Hospitalització,Completa,1
Home,50 a 59,01/01/2021,Defunció,No iniciada,1
Home,40 a 49,26/05/2021,Hospitalització,No iniciada,9
Home,30 a 39,12/06/2021,Hospitalització,No iniciada,1
Home,60 a 69,15/01/2021,Defunció,No iniciada,4
Dona,20 a 29,25/08/2021,Hospitalització,No iniciada,5
Dona,70 a 79,25/08/2021,Defunció,Completa,1
Home,20 a 29,22/06/2021,Hospitalització,No iniciada,1
Dona,80 o més,05/03/2021,Cas,No iniciada,40
Home,70 a 79,08/07/2021,Hospitalització,Completa,4
Home,80 o més,07/09/2021,Cas,No iniciada,2
Dona,80 o més,16/09/2021,Cas,Completa,14
Home,40 a 49,06/09/2021,Hospitalització,No iniciada,3
Home,60 a 69,05/05/2021,Defunció,Completa,1
Dona,60 a 69,03/05/2021,Hospitalització,Parcial,1
Dona,80 o més,22/05/2021,Hospitalització,Completa,4
Dona,50 a 59,15/05/2021,Hospitalització,Completa,1
Dona,80 o més,28/02/2021,Hospitalització,Completa,1
Dona,70 a 79,13/08/2021,Hospitalització,Completa,6
Home,0 a 9,13/08/2021,Hospitalització,No iniciada,2
Home,40 a 49,23/03/2021,Hospitalització,No iniciada,7
Dona,20 a 29,01/07/2021,Hospitalització,No iniciada,1
Home,40 a 49,23/06/2021,Crítics,Parcial,1
Dona,60 a 69,15/05/2021,Defunció,No iniciada,1
Dona,80 o més,08/03/2021,Cas,Completa,1
Home,30 a 39,13/03/2021,Hospitalització,No iniciada,2
Dona,20 a 29,09/04/2021,Hospitalització,No iniciada,2
Home,60 a 69,13/07/2021,Hospitalització,Parcial,13
Dona,80 o més,22/08/2021,Defunció,No iniciada,1
Dona,40 a 49,05/07/2021,Crítics,No iniciada,1
Dona,80 o més,22/04/2021,Cas,Completa,4
Home,80 o més,05/05/2021,Cas,No iniciada,1
Dona,60 a 69,30/01/2021,Defunció,No iniciada,4
Dona,80 o més,06/03/2021,Defunció,No iniciada,8
Dona,70 a 79,25/01/2021,Hospitalització,Parcial,1
Home,80 o més,05/07/2021,Hospitalització,Completa,8
Dona,30 a 39,18/06/2021,Crítics,No iniciada,1
Home,70 a 79,16/02/2021,Defunció,No iniciada,12
Dona,30 a 39,05/04/2021,Hospitalització,No iniciada,1
Dona,60 a 69,29/07/2021,Hospitalització,Completa,8
Dona,70 a 79,17/06/2021,Hospitalització,Completa,1
Dona,70 a 79,28/01/2021,Defunció,Parcial,1
Home,60 a 69,23/03/2021,Hospitalització,Parcial,2
Home,30 a 39,27/03/2021,Crítics,No iniciada,1
Home,80 o més,09/08/2021,Defunció,Completa,11
Dona,60 a 69,30/05/2021,Hospitalització,Parcial,1
Home,80 o més,29/04/2021,Hospitalització,Completa,1
Dona,80 o més,09/02/2021,Cas,No iniciada,66
Dona,40 a 49,07/09/2021,Hospitalització,No iniciada,1
No classificat,No classificat,11/06/2021,Hospitalització,No iniciada,1
Dona,80 o més,21/04/2021,Defunció,No iniciada,4
Home,50 a 59,09/04/2021,Crítics,No iniciada,3
Dona,60 a 69,21/03/2021,Defunció,No iniciada,1
Home,20 a 29,26/07/2021,Crítics,No iniciada,1
Home,80 o més,01/05/2021,Cas,No iniciada,1
Dona,40 a 49,26/06/2021,Hospitalització,No iniciada,1
Home,50 a 59,09/02/2021,Hospitalització,No iniciada,24
Home,60 a 69,28/08/2021,Defunció,No iniciada,2
Dona,50 a 59,24/09/2021,Hospitalització,Completa,1
Dona,50 a 59,03/07/2021,Hospitalització,Parcial,1
Home,80 o més,29/04/2021,Hospitalització,Parcial,6
Dona,70 a 79,02/08/2021,Crítics,Completa,2
Home,50 a 59,02/08/2021,Crítics,Completa,2
Home,40 a 49,15/02/2021,Crítics,No iniciada,2
Home,80 o més,19/03/2021,Cas,No iniciada,23
Home,40 a 49,30/09/2021,Hospitalització,No iniciada,1
Home,70 a 79,27/07/2021,Crítics,Completa,1
Home,60 a 69,19/04/2021,Hospitalització,Parcial,2
Dona,80 o més,23/02/2021,Cas,No iniciada,36
Home,60 a 69,08/09/2021,Hospitalització,Parcial,1
Home,50 a 59,12/04/2021,Defunció,No iniciada,2
Dona,70 a 79,02/06/2021,Defunció,No iniciada,1
Home,80 o més,26/08/2021,Cas,Completa,18
Dona,80 o més,20/05/2021,Cas,No iniciada,1
Home,30 a 39,04/07/2021,Hospitalització,No iniciada,3
Home,80 o més,19/03/2021,Hospitalització,No iniciada,12
Home,80 o més,18/05/2021,Hospitalització,Completa,3
Dona,30 a 39,02/08/2021,Hospitalització,Completa,1
Home,30 a 39,12/02/2021,Hospitalització,No iniciada,2
Dona,50 a 59,02/05/2021,Hospitalització,No iniciada,3
Home,70 a 79,17/03/2021,Crítics,No iniciada,2
Home,40 a 49,04/10/2021,Hospitalització,No iniciada,1
Home,40 a 49,06/02/2021,Defunció,No iniciada,2
Dona,50 a 59,07/03/2021,Crítics,No iniciada,1
Home,50 a 59,10/02/2021,Defunció,Completa,1
Home,60 a 69,20/07/2021,Crítics,No iniciada,3
Dona,80 o més,01/04/2021,Cas,Completa,2
Dona,60 a 69,25/07/2021,Crítics,Parcial,1
Dona,30 a 39,17/09/2021,Hospitalització,No iniciada,2
Home,80 o més,17/01/2021,Crítics,No iniciada,2
Home,50 a 59,15/02/2021,Hospitalització,No iniciada,6
Dona,60 a 69,02/07/2021,Hospitalització,Parcial,3
Dona,50 a 59,08/03/2021,Hospitalització,Completa,1
Dona,50 a 59,20/03/2021,Crítics,No iniciada,1
Home,60 a 69,10/07/2021,Crítics,Parcial,1
Home,70 a 79,29/04/2021,Crítics,Parcial,2
Dona,60 a 69,06/03/2021,Crítics,No iniciada,1
Home,70 a 79,03/06/2021,Defunció,No iniciada,1
Dona,60 a 69,02/06/2021,Hospitalització,No iniciada,2
Dona,80 o més,22/08/2021,Hospitalització,No iniciada,1
Dona,40 a 49,04/02/2021,Hospitalització,No iniciada,4
Home,10 a 19,07/10/2021,Hospitalització,No iniciada,1
Dona,70 a 79,23/07/2021,Defunció,No iniciada,1
Home,60 a 69,06/06/2021,Hospitalització,Completa,1
Home,70 a 79,27/09/2021,Hospitalització,Completa,2
Dona,20 a 29,10/01/2021,Hospitalització,No iniciada,1
Dona,80 o més,18/04/2021,Hospitalització,No iniciada,7
Home,40 a 49,12/07/2021,Crítics,No iniciada,4
Dona,80 o més,06/05/2021,Hospitalització,Completa,5
Home,80 o més,26/02/2021,Cas,No iniciada,24
Dona,20 a 29,06/05/2021,Crítics,No iniciada,1
Dona,60 a 69,09/06/2021,Hospitalització,Parcial,2
Dona,60 a 69,08/04/2021,Crítics,Parcial,1
Home,70 a 79,18/02/2021,Defunció,No iniciada,5
Home,50 a 59,12/02/2021,Hospitalització,No iniciada,14
Home,40 a 49,31/03/2021,Crítics,No iniciada,4
Dona,70 a 79,27/04/2021,Hospitalització,No iniciada,8
Home,50 a 59,22/07/2021,Crítics,No iniciada,1
Dona,80 o més,10/08/2021,Hospitalització,No iniciada,4
Home,30 a 39,11/01/2021,Hospitalització,No iniciada,3
Home,80 o més,14/05/2021,Hospitalització,Completa,2
Home,70 a 79,20/07/2021,Hospitalització,Completa,20
Dona,60 a 69,05/10/2021,Hospitalització,Completa,1
Dona,40 a 49,18/04/2021,Hospitalització,No iniciada,1
Home,80 o més,18/03/2021,Crítics,No iniciada,2
Dona,80 o més,29/07/2021,Defunció,No iniciada,4
Dona,50 a 59,11/03/2021,Defunció,No iniciada,1
Home,80 o més,01/04/2021,Defunció,Parcial,1
Dona,80 o més,23/04/2021,Cas,Parcial,16
Dona,80 o més,18/06/2021,Cas,No iniciada,1
Dona,20 a 29,05/10/2021,Crítics,Completa,1
Home,40 a 49,08/07/2021,Hospitalització,Completa,1
Dona,80 o més,08/09/2021,Defunció,No iniciada,1
Dona,40 a 49,01/04/2021,Hospitalització,No iniciada,7
Dona,80 o més,31/05/2021,Hospitalització,No iniciada,1
Dona,40 a 49,24/01/2021,Defunció,No iniciada,1
Dona,80 o més,05/07/2021,Cas,Completa,30
Home,60 a 69,04/07/2021,Hospitalització,No iniciada,1
Home,30 a 39,04/03/2021,Crítics,No iniciada,1
Home,0 a 9,18/01/2021,Hospitalització,No iniciada,3
Home,70 a 79,23/01/2021,Hospitalització,No iniciada,31
Dona,70 a 79,29/04/2021,Crítics,No iniciada,4
Home,80 o més,19/08/2021,Defunció,Completa,9
Dona,80 o més,01/05/2021,Defunció,No iniciada,1
Home,80 o més,16/04/2021,Cas,No iniciada,13
Home,70 a 79,13/09/2021,Hospitalització,No iniciada,1
Home,70 a 79,26/03/2021,Defunció,No iniciada,3
Dona,30 a 39,11/03/2021,Hospitalització,Parcial,1
Dona,60 a 69,25/01/2021,Crítics,No iniciada,5
Home,70 a 79,06/04/2021,Hospitalització,Completa,3
Dona,80 o més,08/06/2021,Hospitalització,Completa,2
Dona,80 o més,10/05/2021,Defunció,No iniciada,1
Home,80 o més,02/01/2021,Crítics,No iniciada,3
Dona,80 o més,17/02/2021,Cas,Parcial,1
Home,80 o més,15/08/2021,Defunció,Completa,5
Home,10 a 19,20/01/2021,Crítics,No iniciada,1
Home,70 a 79,18/04/2021,Hospitalització,No iniciada,9
Dona,80 o més,28/02/2021,Hospitalització,Parcial,1
Dona,80 o més,22/02/2021,Defunció,No iniciada,9
Dona,80 o més,21/03/2021,Defunció,Parcial,2
Dona,80 o més,07/06/2021,Cas,Completa,1
Dona,70 a 79,03/03/2021,Defunció,No iniciada,3
Dona,60 a 69,06/04/2021,Hospitalització,Parcial,2
No classificat,No classificat,09/02/2021,Hospitalització,No iniciada,2
Dona,30 a 39,17/01/2021,Hospitalització,No iniciada,3
Home,60 a 69,26/09/2021,Hospitalització,No iniciada,2
Dona,80 o més,06/02/2021,Defunció,Parcial,3
Dona,50 a 59,15/08/2021,Crítics,No iniciada,1
Home,60 a 69,21/03/2021,Crítics,No iniciada,2
Dona,70 a 79,14/01/2021,Crítics,No iniciada,4
Dona,60 a 69,30/09/2021,Hospitalització,Completa,1
Dona,20 a 29,04/01/2021,Hospitalització,No iniciada,2
Dona,70 a 79,01/04/2021,Hospitalització,No iniciada,12
Dona,40 a 49,29/03/2021,Crítics,No iniciada,3
Home,60 a 69,13/09/2021,Hospitalització,No iniciada,2
Home,70 a 79,12/03/2021,Defunció,No iniciada,4
Dona,80 o més,15/04/2021,Defunció,Completa,2
Dona,70 a 79,13/09/2021,Hospitalització,No iniciada,1
Home,80 o més,06/02/2021,Defunció,No iniciada,18
Home,80 o més,13/09/2021,Defunció,Parcial,1
Dona,80 o més,23/08/2021,Cas,No iniciada,3
Home,80 o més,11/05/2021,Defunció,No iniciada,1
Home,50 a 59,23/08/2021,Crítics,Completa,1
Dona,0 a 9,15/05/2021,Hospitalització,No iniciada,1
Dona,20 a 29,10/08/2021,Hospitalització,No iniciada,4
Home,70 a 79,20/01/2021,Crítics,No iniciada,12
Home,60 a 69,09/08/2021,Hospitalització,Parcial,2
Home,30 a 39,14/09/2021,Hospitalització,No iniciada,1
Home,60 a 69,25/08/2021,Defunció,No iniciada,1
Dona,50 a 59,09/07/2021,Hospitalització,No iniciada,3
Dona,80 o més,23/08/2021,Hospitalització,Completa,12
Home,80 o més,03/07/2021,Defunció,No iniciada,2
Dona,20 a 29,22/01/2021,Hospitalització,No iniciada,1
Home,70 a 79,23/05/2021,Crítics,Completa,1
Home,80 o més,16/08/2021,Cas,No iniciada,3
Home,60 a 69,29/01/2021,Defunció,Parcial,1
Dona,60 a 69,25/03/2021,Hospitalització,No iniciada,8
Dona,20 a 29,08/09/2021,Hospitalització,No iniciada,2
Home,60 a 69,22/01/2021,Hospitalització,Parcial,1
Dona,80 o més,27/04/2021,Hospitalització,Completa,5
Home,40 a 49,25/05/2021,Crítics,Completa,1
Home,60 a 69,11/04/2021,Crítics,No iniciada,5
Home,70 a 79,30/07/2021,Crítics,No iniciada,2
Home,30 a 39,29/03/2021,Hospitalització,No iniciada,1
Dona,50 a 59,28/01/2021,Defunció,No iniciada,4
Dona,50 a 59,23/06/2021,Hospitalització,No iniciada,2
Home,70 a 79,11/08/2021,Crítics,Completa,5
Dona,60 a 69,16/07/2021,Hospitalització,No iniciada,7
Dona,50 a 59,19/08/2021,Crítics,No iniciada,1
Dona,80 o més,19/06/2021,Cas,Completa,1
Home,60 a 69,22/04/2021,Hospitalització,No iniciada,21
Dona,60 a 69,17/07/2021,Hospitalització,Completa,4
Dona,80 o més,04/04/2021,Hospitalització,Completa,2
Home,40 a 49,24/01/2021,Defunció,No iniciada,2
Home,20 a 29,07/07/2021,Crítics,No iniciada,3
Dona,80 o més,21/01/2021,Hospitalització,Parcial,7
Dona,80 o més,22/03/2021,Cas,Parcial,13
Home,30 a 39,08/07/2021,Hospitalització,No iniciada,12
